file,line,tag,age_days,author,summary
file,line,tag,,(unknown),summary
src/app/api/family-hub/route.ts,344,TODO,10,legacyguard,Implement actual email sending logic
src/features/will-generator/components/CountrySelector.tsx,42,TODO,10,legacyguard,Replace with real API call when available
src/features/will-generator/components/WillGenerator.tsx,196,TODO,10,legacyguard,Call API to generate will with country code and language code
src/features/will-generator/components/WillGenerator.tsx,204,TODO,0,legacyguard,Fix missing translation key - wills:gentle.addLovedOnes
src/features/will-generator/components/WillGenerator.tsx,208,TODO,0,legacyguard,Fix missing translation key - wills:gentle.nudgeAllocate
src/features/dashboard/components/Dashboard.tsx,237,TODO,3,legacyguard,Update backend with onboarding tasks
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,127,TODO,0,legacyguard,Fix missing translation key - dashboard-main:errors.initializationFailed
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,180,TODO,0,legacyguard,Fix missing translation key - dashboard-main:tasks.criticalGap
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,298,TODO,0,legacyguard,Fix missing translation key - dashboard-main:tasks.reviewDocument
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,301,TODO,0,legacyguard,Fix missing translation key - dashboard-main:tasks.documentReviewDesc
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,392,TODO,0,legacyguard,Fix missing translation key - dashboard-main:common.backToDashboard
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,438,TODO,0,legacyguard,Fix missing translation key - dashboard-review:annualReview.reminderTitle
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,443,TODO,0,legacyguard,Fix missing translation key - dashboard-review:annualReview.reminderDescription
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,472,TODO,0,legacyguard,Fix missing translation key - dashboard-main:complexProfile.title
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,477,TODO,0,legacyguard,Fix missing translation key - dashboard-main:complexProfile.description
src/features/dashboard/components/ProfessionalDashboardIntegration.tsx,489,TODO,0,legacyguard,Fix missing translation key - dashboard-main:complexProfile.getHelp
src/features/assets-vault/components/VaultDashboard.tsx,126,TODO,10,legacyguard,Implement view asset details
src/utils/supabaseWithRetry.ts,183,TODO,10,legacyguard,Implementovať chunked upload pre veľké súbory
src/components/landing/RespectfulLanding.tsx,86,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.trustSignals.professionalSupport
src/components/landing/RespectfulLanding.tsx,101,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.understanding.title
src/components/landing/RespectfulLanding.tsx,106,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.understanding.subtitle
src/components/landing/RespectfulLanding.tsx,122,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.understanding.${concern}.title
src/components/landing/RespectfulLanding.tsx,127,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.understanding.${concern}.description
src/components/landing/RespectfulLanding.tsx,132,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.understanding.${concern}.approach
src/components/landing/RespectfulLanding.tsx,147,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.process.title
src/components/landing/RespectfulLanding.tsx,152,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.process.subtitle
src/components/landing/RespectfulLanding.tsx,169,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.process.${step.key}.title
src/components/landing/RespectfulLanding.tsx,174,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.process.${step.key}.description
src/components/landing/RespectfulLanding.tsx,180,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.process.${step.key}.time
src/components/landing/RespectfulLanding.tsx,204,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.benefits.title
src/components/landing/RespectfulLanding.tsx,209,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.benefits.subtitle
src/components/landing/RespectfulLanding.tsx,227,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.benefits.${benefit.key}.title
src/components/landing/RespectfulLanding.tsx,232,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.benefits.${benefit.key}.description
src/components/landing/RespectfulLanding.tsx,248,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.testimonials.title
src/components/landing/RespectfulLanding.tsx,253,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.testimonials.subtitle
src/components/landing/RespectfulLanding.tsx,270,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.testimonials.${story}.quote
src/components/landing/RespectfulLanding.tsx,278,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.testimonials.${story}.author
src/components/landing/RespectfulLanding.tsx,283,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.testimonials.${story}.context
src/components/landing/RespectfulLanding.tsx,318,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.security.title
src/components/landing/RespectfulLanding.tsx,323,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.security.subtitle
src/components/landing/RespectfulLanding.tsx,336,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.security.${feature}.title
src/components/landing/RespectfulLanding.tsx,341,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.security.${feature}.description
src/components/landing/RespectfulLanding.tsx,351,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.security.certifications
src/components/landing/RespectfulLanding.tsx,364,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.cta.title
src/components/landing/RespectfulLanding.tsx,369,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.cta.subtitle
src/components/landing/RespectfulLanding.tsx,379,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.cta.primaryButton
src/components/landing/RespectfulLanding.tsx,387,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.cta.secondaryButton
src/components/landing/RespectfulLanding.tsx,396,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.cta.promise1
src/components/landing/RespectfulLanding.tsx,402,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.cta.promise2
src/components/landing/RespectfulLanding.tsx,408,TODO,0,legacyguard,Fix missing translation key - onboarding:respectful.landing.cta.promise3
src/components/NotificationSettings.tsx,102,TODO,10,legacyguard,Save preferences to backend
src/components/MyPossessions.tsx,44,TODO,10,legacyguard,Implement actual add possession logic
src/components/dashboard/ProfessionalProgress.tsx,104,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.firstDocument.title
src/components/dashboard/ProfessionalProgress.tsx,106,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.firstDocument.description
src/components/dashboard/ProfessionalProgress.tsx,115,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.essentialProtection.title
src/components/dashboard/ProfessionalProgress.tsx,117,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.essentialProtection.description
src/components/dashboard/ProfessionalProgress.tsx,126,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.familyPrepared.title
src/components/dashboard/ProfessionalProgress.tsx,128,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.familyPrepared.description
src/components/dashboard/ProfessionalProgress.tsx,137,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.comprehensiveSecurity.title
src/components/dashboard/ProfessionalProgress.tsx,139,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.comprehensiveSecurity.description
src/components/dashboard/ProfessionalProgress.tsx,266,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.progress.title
src/components/dashboard/ProfessionalProgress.tsx,277,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.progress.tasksSecured
src/components/dashboard/ProfessionalProgress.tsx,295,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.progress.immediateAction
src/components/dashboard/ProfessionalProgress.tsx,322,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.lastActive
src/components/dashboard/ProfessionalProgress.tsx,339,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.progress.familySecurity
src/components/dashboard/ProfessionalProgress.tsx,359,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.progress.tasksComplete
src/components/dashboard/ProfessionalProgress.tsx,396,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.title
src/components/dashboard/ProfessionalProgress.tsx,401,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.achieved
src/components/dashboard/ProfessionalProgress.tsx,441,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.milestones.tasksComplete
src/components/dashboard/ProfessionalProgress.tsx,463,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.tasks.title
src/components/dashboard/ProfessionalProgress.tsx,472,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.tasks.showPriority
src/components/dashboard/ProfessionalProgress.tsx,490,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.tasks.immediate
src/components/dashboard/ProfessionalProgress.tsx,528,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.tasks.high
src/components/dashboard/ProfessionalProgress.tsx,568,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.tasks.medium
src/components/dashboard/ProfessionalProgress.tsx,608,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.tasks.completed
src/components/dashboard/ProfessionalProgress.tsx,642,TODO,0,legacyguard,Fix missing translation key - dashboard-main:respectful.tasks.noTasks
src/components/dashboard/QuickTasks.tsx,391,TODO,0,legacyguard,Fix missing translation key - ui:common.priority.${task.priority}
src/components/dashboard/ProfessionalDashboard.tsx,265,TODO,0,legacyguard,Fix missing translation key - ui-elements:common.dismiss
src/components/templates/ComponentTemplate.tsx,105,TODO,10,legacyguard,Implement actual API call
src/components/templates/ComponentTemplate.tsx,147,TODO,10,legacyguard,Implement actual save logic
src/services/BehavioralNudges.ts,154,TODO,9,legacyguard,Implement proper notification system
src/services/LegalConsultationService.ts,228,TODO,10,legacyguard,Implement actual email notification using a service like SendGrid
